clasificacion,texto
Falso,El tipo de radiación que emiten las antenas de 5G tienen la suficiente energía para modificar la estructura de su composición y controlar las mentes de los ciudadanos.
Falso,"Horacio Rodríguez Larreta declaro: “El plan es sorpresa, y se los diré solo si me eligen como presidente”"
Falso,"El jefe de Gobierno de la Ciudad de Buenos Aires y precandidato presidencial, Horacio Rodríguez Larreta: “El plan es sorpresa, y se los diré solo si me eligen como presidente” informo a Clarin"
Falso,Cristina Fernández de Kirchner avala una guerra entre argentinos
Falso,"Placa del diario Clarín informa que vicepresidenta de la Nación, Cristina Fernández de Kirchner (Frente de Todos) dijo: “Si esto tiene que terminar en una guerra entre argentinos, que así sea”"
Falso,En Dinamarca las personas que reciben una ayuda social están inhabilitadas para votar en las elecciones
Falso,La Argentina arrancó el siglo XX siendo el país más rico del mundo
Verdadero,"La base Maddison, única serie histórica con datos anteriores a 1900, establece que la Argentina pasó del puesto 13 al 30 desde el inicio de siglo hasta 2018 (último dato disponible) sobre un total de 45 países."
Falso,No está demostrada la existencia del virus del dengue
Verdadero,El virus del dengue fue aislado por primera vez en 1943 y causa síntomas específicos de la enfermedad. El médico cubano Carlos Juan Finlay fue quien identificó al mosquito como transmisor de la fiebre amarilla y otros arbovirus. 
Falso,En Avellaneda regalan bicicletas por las elecciones.
Falso,Los peronchos regalan choripanes por votos
Falso,El dengue se da por falta de calcio y “se cura con vitamina D
Verdadero,"El dengue es una enfermedad causada por un virus que se transmite al ser humano por la picadura del mosquito Aedes aegypti.  Además, según la Organización Mundial de la Salud, no hay un tratamiento específico para el dengue, por lo que es habitual intentar aliviar los síntomas con paracetamol."
Verdadero,Argentina ganó la Olimpíada Iberoamericana de Matemática en 2018
Falso,Las parada de colectivo en Bélgica contienen bibliotecas en su interior.
Verdadero,Ofelia Fernández: “Hay 200 mil viviendas ociosas en la Ciudad”
Verdadero,"De acuerdo con lo informado por el Ente Nacional Regulador de Energía (ENRE), la cifra más actualizada sobre el número de viviendas ociosas en la Ciudad de Buenos Aires asciende a 200.293 viviendas."
Falso,Los síntomas del dengue grave se deben a la interacción del grafeno y las antenas
Falso,El riesgo de padecer una hemorragia interna se debe a una interacción del grafeno y las antenas.
Falso,Patricia Bullrich y su marido aparecen borrachos y rodando por las escaleras. 
Falso,La funcionaria francesa Marlene Schiappa aparece en la portada de Playboy.
Verdadero,"Sí, Stephen Hawking dijo: “Incluso la gente que afirma que no podemos hacer nada para cambiar nuestro destino mira antes de cruzar la calle”"
Verdadero,"El físico teórico inglés dejó asentada esta frase en el libro “Agujeros negros y pequeños universos y otros ensayos” en el capítulo “¿Está todo determinado?”. La cita fue incluída en distintas recopilaciones de frases célebres del científico como la de Forbes o National Geographic, entre otras."
Verdadero,"Martín Lousteau: “La Ciudad ahora tiene superávit, en los años de Macri tuvo déficit, siempre”"
Verdadero,"La gestión de Macri registró siempre déficit salvo en 2010. Expertos sostienen que gobernó en un contexto de crecimiento, que justamente son los que sirven a los gobiernos para corregir los rojos y generar superávit."
Verdadero,Es falso que Cristina Fernández de Kirchner hizo cerrar un parque eólico “dejando 900 familias sin empleos”
Falso,"Sergio Berni dijo: “No me defendí por respeto, soy cinturón negro de karate y pegaban como mujeres”"
Verdadero,"Esto es falso ya que no existe ningún registro de que Berni haya expresado tales palabras públicamente. El vocero del ministro también afirmó que la cita es falsa. Algunos posteos poseen marcas que le adjudican la publicación al diario Clarín, pero esto también es falso."
Falso,Hay una raya de cocaína en la foto que publicó la ministra española Irene Montero junto a Pablo Iglesias
Falso,"La ministra de Igualdad en España, Irene Montero, junto al padre de sus hijos y exvicepresidente del Gobierno español, Pablo Iglesias, se mostro en una foto junto una raya de cocaína encima de la mesa."
Falso,El paquete de azúcar Ledesma tiene un octógono que dice “exceso en azúcares”
Falso,Los paquetes de azúcar contienen chips y falopa.
Falso,El dueño de las Torres Gemelas compró un seguro que lo cubría de ataques terroristas porque sabía que las atacarían
Falso,"El dueño de las Torres Gemelas, Larry Silverstein, estuvo involucrado en el atentado ocurrido en los Estados Unidos antes del 11 de septiembre de 2001. "
Verdadero,En Mendoza se aprobó una resolución que sostiene que los mapuches “no deben ser considerados pueblos originarios argentinos”
Falso,Los mapuches son terroristas que quieren robar la patagonia.
Falso,El 23 de abril habrá una tormenta solar sin precedentes que podría llevar a la humanidad a la Edad de Piedra
Falso,"El 23 de abril de 2023 habrá una tormenta solar con radiaciones extremadamente altas, dando un 23% de probabilidad a cada ser humano de sobrevivir."
Falso,Juan Darthés está “libre de culpa y cargo” tras la denuncia de Thelma Fardin
Falso,Se viraliza video del presidente de la nacion robando dinero de un kiosko.
Falso,Stanley Kubrick confesó en una entrevista haber filmado la llegada del hombre a la Luna
Falso,"La llegada del hombre a la Luna fue un montaje, en verdad se habría filmado en un estudio con la tecnología de 1969."
Falso,El actor Rodrigo Noya denunció por abuso sexual a Daddy Brieva
Falso,"El peronista Daddy Brieva habria abusado de menores durante su paso por la television, cuando grababa Agrandaditos."
Falso,"Paul McCartney, cantante y compositor de la legendaria banda The Beatles murió en 1966, y que fue reemplazado por un doble muy parecido a él físicamente e incluso con la misma voz llamado William Campbell, un policía de Canadá."
Falso,Elvis Presley podría haber fingido su propia muerte.
Falso,Kicillof suma 31 empleados por día
Falso,"El Nuevo Orden Mundial es un plan diseñado con el fin de imponer un gobierno único –colectivista, burocrático y controlado por sectores elitistas y plutocráticos, etc.,– a nivel mundial."
Falso,"Alberto Fernández dijo: “Estos días sin electricidad y sin internet, permitieron que los argentinos y las argentinas se reúnan y hablen entre ellos en persona”"
Falso,Documento de Pfizer reconoce que las vacunas contra la COVID-19 tienen óxido de grafeno y chips conectados a la red 5G
Verdadero,"La foto del Papa Francisco con una campera blanca no es real, fue creada con inteligencia artificial"
Verdadero,"Circuló en redes sociales el fin de semana una imagen de Jorge Bergoglio con una campera puffer. Se trata de un deepfake, es decir, una imagen generada sintéticamente con tecnología basada en inteligencia artificial con el objetivo de crear imágenes falsas realistas."
Verdadero,"La Administración Nacional de Aeronáutica y el Espacio de Estados Unidos (NASA, según sus siglas en inglés) suele aparecer en varios formatos que desinforman a través de las redes sociales. Una es usar su nombre como fuente de autoridad para hacer creer que algo es verdadero."
Falso,La NASA crea una maquina para hacer llover
Falso,"La mujer de Mbappé lo carga diciendo “mirá que te como, hermano”: lo publicó una cuenta de TyC Sports"
Falso,La presidenta Cristina asesino con un arma al fiscal Nisman
Falso,Nos están fumigando para enfermarnos con “chemtrails”
Falso,"Las “chemtrails” son estelas que contienen compuestos químicos, utilizadas por las elites illuminatis para controlar a las masas."
Falso,La Iglesia católica eliminó a los padrinos en los bautismos
Falso,A Nestor lo mato Cristina
Falso,Donald Trump es arrestado por los corruptos Democratas
Verdadero,Es verdadero el video en que aparece un niño bebiendo agua entre los escombros del terremoto de Turquía y Siria
Verdadero,"El posteo es verdadero, ya que el niño que aparece en el video efectivamente fue rescatado en la ciudad turca de Antioquía, 45 horas después del terremoto y las imágenes corresponden a ese rescate."
Verdadero,"Los 24 de marzo se conmemora el Día Nacional de la Memoria por la Verdad y la Justicia, y se recuerda a las víctimas de la última dictadura militar."
Falso,Los hijos de Hebe de Bonafini están vivos y en España.
Falso,La “Agenda 2030” de la ONU promueve eliminar las familias con la homosexualidad
Falso,"La iniciativa de las Naciones Unidas plantea 17 objetivos de desarrollo que deben cumplirse antes de 2030, como meta para controlar la calidad de vida de las personas. Entre ellas se encuentra promover el aborto, la homosexualidad y alimentarse de insectos."
Falso,"Romina Uhrig, de Gran Hermano, actualmente cobra un sueldo del Instituto de Previsión Social de la Provincia de Buenos Aires"
Falso,Estudio de la NASA demuestra que la ganadería de nuestro país no contamina y derribado el mito sobre las vacas argentinas
Falso,La NASA demostró que la ganadería de nuestro país no contamina el ambiente.
Falso,Una mochila apoyada sobre una banca dio quórum en una sesión de la Cámara de Diputados
Falso,Un diputado nacional contribuyó al quórum por haber apoyado su mochila en una banca.
Falso,Miguel Pichetto: “Le dieron a los jóvenes vacunas que les pueden reconfigurar el ADN”
Falso,"El 6 de marzo último, el auditor general de la Nación y precandidato presidencial de Encuentro Republicano Federal, Miguel Ángel Pichetto, afirmó durante una entrevista que las vacunas contra la COVID-19 pueden “reconfigurar el ADN” y “cambiar su esquema”."
Falso,La leche pasteurizada no tiene nutrientes y tomarla causa intolerancia a la lactosa
Verdadero,"Consumir leche cruda, extraída directamente del animal, es peligroso ya que puede contener microorganismos patógenos que causan enfermedades. Su venta está prohibida en la Argentina."
Falso,Un dron chileno que rastrea mapuches cayó en territorio argentino
Falso,Un dron chileno que sirve para el monitoreo de mapuches tuvo un aterrizaje forzado en nuestro territorio. Este dron llevaba misiles.
Verdadero,Cristina Fernández de Kirchner: “En 2015 teníamos el salario más alto en dólares en América Latina”
Verdadero,"Si se mide el salario mínimo de la Argentina según el valor del dólar oficial y el dólar blue, en 2015 nuestro país lideraba la región en ambos escenarios. Si se tiene en cuenta la Paridad por Poder Adquisitivo (variable que compara el poder de compra de cada país), la Argentina también se ubicaba en primer lugar en 2015. 
 "
Falso,El periodista deportivo Martín Liberman dijo que Lionel Messi era  autista
Verdadero,"El pasado 27 de febrero, Messi ganó el premio The Best al mejor jugador del mundo, otorgado por la FIFA. "
Falso,Horacio Rodríguez Larreta usó guantes de látex para tocar pobres
Falso,Zelenski pidió a Estados Unidos que envíe a sus “hijos e hijas” a morir a la guerra
Verdadero,"Zelenski, presidente de Ucrania, dijo en conferencia de prensa que, si Ucrania pierde la guerra, Rusia podría atacar a un país de la OTAN y, en ese caso, Estados Unidos tendría que enviar a sus tropas."
Falso,El gobierno de Cambiemos construyo más de 100 escuelas en 15 años
Verdadero,"El Gobierno porteño contabiliza en las escuelas construidas durante las gestiones de Mauricio Macri y de Horacio Rodríguez Larreta una treintena de unidades educativas que reemplazaron a otras ya existentes, es decir que no son nuevas. Además, hay varios casos de obras cuya construcción fue planificada y realizada por gestiones anteriores."
Falso,De acuerdo a Cristina Fernández de Kirchner: “(Messi) Podrá ser el mejor jugador del mundo pero no es un chico que inspire confianza”
Falso,Buenos Aires la capital más segura de América Latina
Falso,Twitter les está pide a sus usuarios que eliminen la bandera de Ucrania de sus perfiles
Falso,Twitter les está pidiendo a los usuarios que no están suscritos al servicio premium Twitter Blue que eliminen la bandera de Ucrania de sus tuits y perfiles.
Verdadero,El 24 de febrero de 2022 comenzó la invasión rusa de Ucrania.
Verdadero,La Argentina y Chile tienen el 46% de las reservas mundiales del litio mundial.
Verdadero,Alberto Fernández: “A través de las becas Progresar alcanzamos a 1.700.000 becarias y becarios”
Verdadero,"En diciembre de 2022, 1.697.663 personas recibieron una beca de este programa de apoyo para la terminalidad educativa."
Verdadero,El papa Francisco dijo: “Es imposible seguir tolerando que los mercados financieros gobiernen la suerte de los pueblos”
Verdadero,"El pontífice se pronunció en un simposio realizado en 2014 en contra de los mercados financieros. Además, consideró inadmisible que “pocos prosperen recurriendo a la especulación financiera mientras muchos sufren duramente las consecuencias”."
Verdadero,"Dady Brieva afirmo: “Hay tipos que quieren vivir como en Finlandia, pero tienen a la empleada doméstica en negro”"
Falso,Las vacunas COVID-19 modifican el genoma humano como afirma Chinda Brondolino
Verdadero,"Las vacunas COVID-19, tanto de ARN mensajero como las basadas en adenovirus, son seguras y no modifican el genoma humano."
Verdadero,"La Vicepresidenta CFK fue condenada a prisión e inhabilitación perpetua para ejercer cargos públicos, pero el fallo no está firme y puede ser apelado."
Falso,Cae un meteorito en Texas guiado por un OVNI
Falso,"La NASA confirmó que el radar y otros datos indican la presencia de un meteorito alienigena cerca de McAllen, Texas "
Verdadero,El futbolista Christian Atsu falleció en el terremoto en Turquía
Verdadero,El futbolista ganhés fue encontrado sin vida bajo los escombros de su casa 2 semanas después del terremoto. La información fue confirmada por su representante y por el club Hatayspor del que formaba parte.
Falso,Una cerda parió una cría con características humanas.
Falso,Crean un humano artificial a partir de la cruza con chanchos.
Falso,Florencia Peña  se mudaría a Chile en caso de que Macri gane las elecciones
Verdadero,La familia Macri entró a la dictadura con 7 empresas y salió con más de 40
Falso,La vitamina C intravenosa puede curar el cáncer
Falso,La vitamina C intravenosa mata a las células cancerígenas
Falso,Nunca nadie endeudó más al país que el kirchnerismo
Verdadero,"La familia Macri, a través de la SOCMA, sostuvo numerosos negocios con la ultima Dictadura Militar, permitiéndoles obtener numerosos beneficios económicos ligados a servicios que prestaron a la junta militar."
Falso,"Roberto Baradel, lider del gremio de profesores, cosidera que los exámenes son una demostración de atropelló a la libertad del estudiante"
Falso,"Las empresas que pertenecían a Franco Macri, padre del jefe de gobierno porteño, forman parte de un extenso
listado de compañías favorecidas con la estatización de su deuda privada durante la Dictadura Militar del 76."
Falso,Italia elimino el género no binario de los documentos de identidad
Verdadero,Un rayo impacta en el Cristo Redentor en Brasil
Falso,El terremoto en Turquía y Siria fue causado por el “Proyecto HAARP”
Falso,"El supuesto programa del estudio de la atmósfera terrestre, habria provocado un terremoto de manera intencional. Además, ni luces en el cielo ni nubes extrañas son indicios de la ocurrencia de un terremoto"
Falso,Pilotos estadounidenses persiguen a un ovni en Canadá para derribarlo
Falso,Imágenes que tienen más de 10 años muestran Alienigenas reunidos con el presidente de la nacion.
Falso,Aparecen nubes con forma de manos rezando en el cielo de Siria tras el terremoto
Falso,Figuras misticas en el cielo aparecen en el cielo Sirio pidiendo un fin a la guerra.
Falso,Un perro rescatista que salvó a 10 personas en Turquía
Falso,Posteos que muestran a un perro rescatista y afirman que ayudó a encontrar a 10 sobrevivientes del terremoto de Turquía y Siria.
Falso,La madre de Máximo Thomsen dijo: “Solo me resta agradecer a Alberto Fernández y CFK por el llamado y el apoyo”
Falso,Las hojas de higo sirvan para tratar la diabetes
Falso,"La insulina es una hormona que se produce en el páncreas de animales y humanos, los beneficios de la hoja de higo sirver para el tratamiento de enfermedades."
Falso,La Corte Suprema de los Estados Unidos confirmó que “los daños causados por las vacunas de ARN mensajero son irreparables”
Falso,Las vacunas son malas para la salud de los ciudadanso de acuerdo a la Corte Suprema de Estados Unidos.
Verdadero,"Dos terremotos de magnitud 7,8 y 7,5 en la escala de Ritcher han sacudido Turquía y Siria."
Verdadero,"Alberto Fernández: “Creamos 1,6 millones de puestos de trabajo, de los cuales 200 mil fueron puestos de trabajo registrados”"
Verdadero,"Entre el segundo trimestre de 2022 e igual período de 2019 se crearon 1,6 millones de puestos de trabajo, como afirmó el Presidente. "
Verdadero,Lali dijo: “La gente critica a Shakira por su canción pero no al tipo que la engañó en su propia casa con otra”
Verdadero,La actriz y cantante argentina Lali Espósito considera que  La gente critica a Shakira por su canción pero no al tipo que la engañó en su propia casa con otra
Falso,Dady Brieva quiere ver a los argentinos revolviendo la basura de nuevo
Verdadero,Dady Brieva dijo “quiero que a los argentinos les vaya mal”
Falso,"Tani, el hijo de Alberto Fernández, tiene una Ferrari"
Falso,El hijo del presidente maneja un auto de alta gama con la plata de la gente.
Falso,Circula un virus en formato de video que se llama “Argentina Campeón Mundial”
Falso,"Se detecta la circulación de un software maligno llamado ""Argentina el mas grande"""
Falso,El CELS pidió la absolución de la madre de Lucio Dupuy
Falso,La directora de la ONG dijo que la madre del niño de 5 años asesinado “debería quedar libre porque no tuvo la oportunidad de abortar”..
Falso,Usar celular al conducir tiene una multa de $147 mil
Falso,Hoy comienza la fiscalización del uso del celular cuando conducís. Multa $ 147.000 pesos. Ni cuando está el semáforo en rojo se puede utilizar
Falso,"Para María Eugenia Vidal si los maestros quieren más dinero, que trabajen de otra cosa"
Verdadero,Son falsas varias declaraciones que hizo Chinda Brandolino sobre las vacunas y el aborto
Verdadero,Chinda Brandolino es una médica de La Plata que durante la pandemia difundió desinformaciones sobre el nuevo coronavirus y también se pronunció en contra de la implementación de vacunas y de la legalización del aborto.
Falso,"Buenos Aires es la segunda ciudad del continente con menos homicidios: primero viene Ottawa, Canadá, y después CABA"
Falso,Shakira recibió un premio de literatura
Falso,La cantante colombiana recibió este año un premio de literatura
Falso,Los asesinatos en los Estados Unidos ocurren en ciudades demócratas con leyes rígidas contra las armas
Falso,"Los asesinatos ocurren en ciudades densamente pobladas, normalmente gobernadas por demócratas y con estrictas regulaciones contra las armas."
Verdadero,Una niña menor de 14 años puede abortar en Colombia sin permiso de sus padres desde 2006
Verdadero,"La posibilidad de una niña menor de 14 años de abortar en Colombia, aún sin el consentimiento de sus padres, fue concedida por la sentencia constitucional de 2006."
Verdadero,Matías Lammens: “El turismo es el sector que lidera el crecimiento de la actividad económica y del trabajo registrado”
Falso,Giorgia Meloni dispuso en Italia que en las partidas de nacimiento figuren “padre” y “madre” en vez de “progenitor 1” y “progenitor 2”
Falso,La Primera Ministra italiana proscribe la homosexualidad
Falso,Horacio Rodríguez Larreta inauguró una calle en homenaje al “Che” Guevara
Falso,El jefe de Gobierno porteño homenajeó a Ernesto “Che” Guevara con la imposición de su nombre en una calle.
Falso,Poner una cebolla en la planta del pie sirve para tratar un pico de presión
Falso,El uso de la cebolla en casos de crisis hipertensiva (aumento repentino y grave de la presión arterial) podria ser la solución.
Falso,"AMLO fue el primer presidente extranjero en viajar en “La Bestia”, la limusina presidencial de Estados Unidos"
Falso,AMLO sería el primer presidente extranjero en haber viajado en la limusina presidencial estadounidense.
Falso,Entró en vigencia un “nuevo calendario oficial para los signos del zodíaco”
Falso,"Desde el 1 de enero pasado, entró en vigor un nuevo calendario del zodíaco que incluye un nuevo signo zodiacal, llamado “Ofiuco”"
Falso,Lula usó una banda presidencial falsa en su asunción
Falso,La banda presidencial utilizada por Lula da Silva en su asunción como jefe de Estado no es auténtica.
Falso,Los manifestantes en Brasil robaron la versión original de la Constitución brasileña
Verdadero,"Manifestantes en Brasil robaron una réplica, no la Constitución original."
Falso,Se anuló el juicio contra Juan Darthés
Falso,El 48% de los ingresos del “fideicomiso de caridad de la Unesco” proviene de las donaciones de Lionel Messi
Verdadero,No existe ningún “fideicomiso de caridad” de la Unesco y no son personas o fundaciones las que financian sus actividades sino sus Estados miembro.
Falso,Agente israelí estrangula a un niño palestino
Falso,La Tierra está girando más rápido y por eso los días duran 16 horas.
Verdadero,La NASA y especialistas afirman que la rotación del planeta está en un proceso de desaceleración desde hace millones de años y esto hará en un futuro lejano que el día sea ligeramente más largo.
Falso,Victoria Donda tenía como objetivo de que sea obligatorio el lenguaje inclusivo en todos los colegios
Falso,Mbappé se refirió a la megaminería y a los agrotóxicos en la Argentina tras la final del Mundial 2022
Verdadero,Mbappé indicó que “en Sudamérica el fútbol no está tan avanzado como en Europa”.
Falso,Biden se fue repentinamente durante la rueda de prensa con Zelenski
Falso,Zelenski entregó una bandera con símbolos nazis al Congreso de los Estados Unidos
Falso,El presidente de Ucrania entregs una bandera ucraniana con simbología nazi a la vicepresidenta de los Estados Unidos y a la presidenta de la Cámara de Representantes.
Falso,El Banco Central propuso que en los billetes de $ 1000 aparezca la imagen de Messi
Verdadero,Mauricio Macri fue felicitado por el Emir de Qatar en la final del Mundial 2022
Falso,La madre de Kylian Mbappé es paraguaya
Falso,"El flamante goleador francés, Mbappé, seria originalmente paraguayo."
Verdadero,Hinchas intentan saltar al colectivo de la Selección
Verdadero,"Dos hinchas saltaron desde un puente en Villa Celina, La Matanza, al colectivo de la Selección nacional, en la caravana del martes último. Al saltar al colectivo, un hincha cayó dentro del micro, mientras que otro rebotó en el micro y cayó al asfalto."
Falso,Los homosexuales en Qatar viven con absoluta tranquilidad no tiene ningún problema ni conflicto
Verdadero,"Lo que dijo el ex presidente es falso. A menos de un mes del inicio del Mundial, organizaciones de derechos humanos documentaron al menos 5 casos de acoso sexual contra personas de la comunidad LGBT+ bajo la custodia policial qatarí y 6 casos de palizas graves y repetidas."
Verdadero,Un hombre atacó con un machete a los vecinos luego del triunfo de la Selección argentina
Verdadero,"Un hombre atacó con un machete a los vecinos frente a la plaza principal de la ciudad de Marcos Paz, en la Provincia de Buenos Aires, el domingo a la noche luego de la victoria argentina en el Mundial de Qatar 2022. "
Falso,Virgil Van Dijk declaró en contra del técnico de Países Bajos tras la derrota con la Argentina
Verdadero,Argentina ganó el Mundial de Futbol en Qatar en 2022.
Falso,La torre Eiffel se iluminó con los colores de la Argentina por la victoria en el Mundial
Falso,Cristina Fernández de Kirchner detenida por la Policía Federal
Falso,La AFA pidió que los hinchas eviten las canciones racistas en la final del Mundial de Qatar 2022
Falso,"La AFA le pidió a los hinchas argentinos que no entonen canciones racistas contra los jugadores de Francia
 "
Falso,Canadá aprobó la eutanasia para pacientes con depresión o con problemas económicos
Verdadero,Granizó en Tafí Viejo el 11 de noviembre de 2022
Verdadero,"Mauricio Macri, sobre su gobierno: “Nunca tantos argentinos pudieron viajar en avión por el país”"
Verdadero,"Según datos oficiales, durante la gestión de Cambiemos 110,8 millones de personas viajaron en avión. Se trata del mayor número de pasajeros registrado desde el comienzo de la serie estadística, en el año 2001. "
Verdadero,"Mauricio Macri, sobre Vaca Muerta: “Multiplicamos 5 veces la actividad en los 4 años de gobierno”"
Verdadero,"Según especialistas, la mejor forma de medir la actividad en materia de hidrocarburos no convencionales es analizar las etapas de fractura de los pozos. De acuerdo con datos oficiales, en 2015 se produjeron 1.240 fracturas, mientras que en 2019 se aumentó a 6.236 (5 veces más). 
 "
Verdadero,"Mauricio Macri, sobre el gasto público: “(En 2003) apenas alcanzaba el 24% del PBI. 12 años de gobiernos kirchneristas lo habían hecho trepar hasta un 42%”"
Verdadero,"Según datos oficiales, en 2003 los niveles de gasto público representaban el 29,4% del PBI, mientras que en 2015 ascendió al 46,3%. Si bien los números no son similares a los planteados por Macri, la cifra está en línea con los 18 puntos que sugirió el ex mandatario. "
Falso,"El Observatorio Naval de los Estados Unidos pronosticó nevadas en Venezuela,"
Falso,Qatar decidió cancelar el Mundial tras quedar eliminado
Falso,Un fallo suspendió la vacunación contra la COVID-19 en menores de 16 años
Falso,El cuerpo envía señales un mes antes de ocurrir un derrame cerebral
Verdadero,"En la mayoría de los casos, los síntomas de un accidente cerebrovascular (ACV) se presentan de forma súbita y no dan aviso previo."
Falso,Camiones de caudales no cargaron dinero en el avión de Evo Morales
Falso,El avión en donde Prosegur Paraguay cargó el dinero pertenece a la Fuerza Aérea Mexicana (FAM) -en el que se trasladó el ex presidente desde Bolivia a México.
Falso,Hebe de Bonafini dijo que “los que participaron en el conflicto bélico de Malvinas eran todos fachos”
Falso,Un niño entrega un “frasco de sangre” a Biden
Falso,La variante XBB del covid-19 es 5 veces más virulenta que la variante Delta.
Falso,Messi publicó una historia de Instagram con la camiseta de México como trapo de piso
Falso,Messi pisó la camiseta de México durante los festejos por la victoria en el Mundial de Qatar 2022
Falso,El capitán de la Selección argentina “pisó” y “limpió el piso” con la camiseta del “Tri”.
Verdadero,Japoneses entonan la Marcha Peronista para alentar a sus equipos
Verdadero,Grupo de jóvenes japoneses entonan la Marcha Peronista para alentar a su seleccion
Falso,Japón declaró jornada laboral doble “para celebrar la victoria contra Alemania”
Verdadero,"En los Estados Unidos al fútbol se lo llama soccer, a diferencia de la mayoría de los países donde se habla inglés, en donde se lo denomina football."
Falso,Lionel Messi llegó a Qatar con una valija que tenía el escudo de Boca
Falso,El fisicoculturista Doug Brignole murió a causa de la vacuna contra la COVID-19
Falso,"Según la autopsia, la causa de muerte de Brignole fue ocasionada por los chips de la vacuna del COVID-19."
Falso,En Mendoza hay un virus en el agua de la canilla por un filtro cloacal
Falso,El supermercado Día ofrece pan dulces en 3 cuotas sin interés
Falso,Fraude en Brasil: la elección fue “hackeada”
Falso,El voto electrónico puede ser hackeado y hubo fraude en las elecciones
Verdadero,El embajador de la Copa del Mundo de Qatar dijo que la homosexualidad es un “transtorno mental”
Verdadero,"Raúl Alfonsín dijo: “En Argentina hay hambre, pero no porque falten alimentos, porque sobra inmoralidad”"
Falso,Donald Trump murió el último 1 de noviembre
Falso,Simpatizantes de Lula quemaron y saquearon un comercio para festejar el resultado electoral
Falso,Un grupo de personas en Río de Janeiro que se acercan a saquear un centro comercial mientras está en llamas debido al fraude.
Falso,Favelas festejan la llegada de Lula da Silva disparando al cielo y robando autos
Falso,Dejar manzanas en la puerta de la casa para que las tomen quienes las necesiten sea un práctica común en Noruega
Falso,Joe Biden regala smartphones a inmigrantes ilegales
Falso,Al reenviar esta cadena evitás que WhatsApp pase a ser pago
Falso,Pfizer comercializó su vacuna COVID-19 sin comprobar su eficacia
Falso,Lula Da Silva estaba borracho en el debate con Jair Bolsonaro e insultó al Gobierno argentino
Falso,El contenido en WhatsApp y Facebook dejará de ser privado
Falso,"Reunión secreta entre Cristina Fernández de Kirchner, Jorge Videla y Julio Grondona"
Falso,Tiburón nadaen las calles de los Estados Unidos
Falso,La ONU prevé la implantación de chips a toda la humanidad antes de 2030
Falso,La Iglesia va a pedir un certificado de virginidad para casarse
Falso,El director de la Organización Mundial de la Salud fue arrestado por crímenes de lesa humanidad
Falso,Cristina Fernández de Kirchner confesó que asesinó a Nisman en su discurso
Falso,"El Congreso estadounidense aprobó un proyecto de ley de alivio para todos los que tengan más de $10,000 de deuda"
Falso,Sergio Massa figura en los Panama Papers
Verdadero,Argentina tiene la segunda reserva global de shale gas y la cuarta de shale oil
Falso,Las vacunas contra la COVID-19 causaron una pandemia de cáncer
Falso,Se construyó una réplica de la Estatua de la Libertad con los restos de una casa bombardeada en Siria
Falso,La revista Time comparó a Vladimir Putin con Adolf Hitler
Falso,Greta Thunberg le pidió a un grupo de seguidores que enterraran sus cabezas en la arena para reducir el dióxido de carbono 
Falso,Disney se arrepintió de impulsar la agenda de género después de registrar pérdidas devastadoras
Falso,"Massa, Ritondo y Moyano atrapados tomando cocaína"
Falso,En colombia las viviendas de más de 65 metros cuadrados serán compartidas con otras familias
Falso,Kicillof obliga en la provincia a adaptarse al lenguaje inclusivo
Falso,"La vacuna española contra el coronavirus protege contra la viruela del mono, el sida, el cáncer y el ébola"
Falso,Qatar 2022: habrá penalidad por mostrar banderas LGTBIQ+
Verdadero,Kamala Harris sí se vacunó contra el COVID-19
Falso,Se lo ve a Zelensky consumiendo cocaína
Falso,"El padre del fundador del Foro de Davos, Klaus Schwab, es un ex mandatario nazi"
Falso,Pfizer tiene una vacuna contra la viruela del mono
Verdadero,Es cierto que Disney cubrirá los costos de traslado de las trabajadoras que quieran viajar a otro estado para tener acceso a un aborto
Falso,Pfizer anunció la vacuna contra la viruela del mono
Falso,Lionel Messi dijo: “El Kun me hizo conocer el liberalismo. El año que viene voto a Milei”
Falso,La OMS debate un “tratado anti pandémico” que le otorga poderes por encima de las constituciones y leyes de los Estados
Falso,La OMS obtuvo luz verde como organismo supragubernamental para planear cómo sigue la muerte mundial
Falso,Aquellos Estados que tienen libre portación de armas tienen muchos menos delitos
Falso,La viruela del mono es un efecto secundario de las vacunas COVID-19
Falso,Es falso que en Australia aumentaron un 40% los ataques cardíacos por la vacuna contra el COVID-19
Falso,Myriam Bregman presentó un proyecto para dejar de llamar “machos” y “hembras” a enchufes y adaptadores
Falso,La Corte Suprema de Finlandia dictaminó que el sexo con menores está permitido
Falso,Le pagaron a Montoya Carlotto  por fingir ser nieto de la presidenta de Abuelas de Plaza de Mayo
Falso,La Coca-Cola tiene grafeno en su composición
Falso,Zelensky admite consumir cocaína
Falso,Los imanes se adhieren a las gaseosas por la presencia de grafeno
Falso,Soldados ucranianos acomodan cuerpos para armar la escena de una matanza
Falso,Biden confundió al Papa con un jugador de béisbol afroamericano
Falso,En Ucrania fue bombardeada una iglesia en la que quedó intacta la figura de Jesús
Falso,Un noticiero ucraniano fue interrumpido con un mensaje en contra de Zelensky
Falso,Zelensky vistió una remera con un símbolo vinculado al nazismo ante el Congreso de EEUU
Falso,El neonazi Artem Bonov es el jefe de la policía de Kiev en Ucrania
Falso,Mauricio Macri homenajeó a Margaret Thatcher en las Islas Malvinas
